SerialNumber,TransactionID,UserID,TransactionAmount,TransactionType,TransactionTime,TransactionDate,Location,DeviceType,MerchantCategory,CardType,IsForeignTransaction,IsHighRiskCountry,UserTransactionFrequency,AmountBefore,AmountAfter,IsFraud
3929,TXNA64399E9E9,USR238725,"$5,140.88",Debit,20:55:08,2023-09-03,Lagos,Desktop,Luxury,Prepaid,0,0,7,6092.58,951.7,0
3930,TXND3275D76DB,USR584050,"€2,067.01",Debit,04:41:01,2024-03-30,London,Tablet,Luxury,Credit,0,0,8,9819.5,7752.49,0
3931,TXN04E8F8C1EB,USR868132,"€7,497.19",Credit,09:08:05,2025-02-21,New York,Mobile,Luxury,Debit,1,0,5,7481.88,14979.07,1
3932,TXNC4B996E075,USR135143,"€9,236.38",Credit,04:39:36,2025-03-07,London,Mobile,Luxury,Debit,0,0,6,6297.04,15533.42,0
3933,TXNA780C969F9,USR238929,"$4,178.74",Credit,21:08:08,2023-04-01,Lagos,Mobile,Retail,Debit,0,0,10,9986.89,14165.63,0
3934,TXN3269E766ED,USR594576,"€9,137.12",Credit,18:22:20,2025-05-16,Beijing,Desktop,Luxury,Prepaid,0,0,3,3968.27,13105.39,0
3935,TXNB77D290796,USR654891,$170.61,Credit,03:41:12,2024-03-09,Tokyo,Unknown,Travel,Credit,0,0,5,1341.43,1512.04,1
3936,TXN1A05374FC0,USR188516,$850.42,Credit,15:58:55,2023-06-17,Delhi,Unknown,Travel,Prepaid,0,0,8,6346.68,7197.1,1
3937,TXN5F0BFA3185,USR137347,"$7,348.50",Debit,12:29:29,2025-03-17,Dubai,Unknown,Retail,Credit,1,0,6,1370.49,-5978.01,1
3938,TXN445915763A,USR455887,€192.30,Debit,03:08:58,2023-11-14,New York,Tablet,Utility,Debit,0,0,11,4359.06,4166.76,1
3939,TXN36A45F461F,USR535127,"$4,705.11",Debit,11:16:53,2024-10-25,Tokyo,Unknown,Food,Debit,0,0,7,9155.37,4450.26,1
3940,TXNA22AE45026,USR237981,"$1,76,732.72",Credit,07:39:13,2025-05-02,Beijing,Mobile,Food,Debit,0,0,4,3529.06,180261.78,1
3941,TXNC0E9B392CA,USR681041,"€2,63,899.78",Credit,10:22:28,2024-08-30,Dubai,Mobile,Travel,Credit,0,0,9,1242.31,265142.09,1
3942,TXN12564B6EE6,USR815097,"$2,476.23",Debit,00:19:53,2025-03-31,Lagos,Unknown,Food,Debit,0,0,4,4863.88,2387.65,1
3943,TXNC4F7A10A3A,USR386467,"₹2,252.25",Debit,02:49:35,2025-04-21,Tokyo,Mobile,Utility,Credit,0,0,6,5858.66,3606.41,0
3944,TXN35A24B0E9B,USR872048,"€1,197.01",Credit,03:40:48,2024-08-05,London,Mobile,Utility,Credit,0,0,5,520.93,1717.94,0
3945,TXNA727FE8C3F,USR504312,"$7,478.97",Debit,16:27:35,2023-03-21,Delhi,Unknown,Retail,Debit,1,0,3,2071.91,-5407.06,1
3946,TXNB31601A41E,USR104723,"₹1,643.72",Debit,17:56:12,2024-11-09,Lagos,Mobile,Retail,Credit,0,0,6,1918.65,274.93,0
3947,TXNF1204351B1,USR819961,$456.29,Debit,05:04:47,2024-09-22,Delhi,Mobile,Travel,Credit,0,0,6,1401.29,945.0,0
3948,TXN400C85E447,USR323079,"$4,101.26",Credit,15:34:30,2024-12-02,Dubai,Unknown,Travel,Credit,0,0,9,9486.38,13587.64,1
3949,TXN8B3D359AA1,USR837138,"₹6,982.62",Debit,02:26:51,2024-02-09,Delhi,Mobile,Retail,Credit,1,0,7,399.7,-6582.92,1
3950,TXNAE8C33F279,USR863613,"€2,664.28",Credit,02:32:48,2024-01-18,Beijing,Unknown,Travel,Credit,0,0,6,9871.2,12535.48,1
3951,TXNE0E2C4C165,USR542184,"₹1,075.29",Debit,11:28:27,2025-06-22,Beijing,Mobile,Retail,Prepaid,0,0,10,995.61,-79.68,0
3952,TXNAA9B1DA463,USR485213,"€5,672.88",Credit,21:58:17,2024-08-10,New York,Unknown,Luxury,Credit,0,0,10,6734.26,12407.14,1
3953,TXNF4378DB4AE,USR451136,"€8,260.19",Credit,06:11:59,2023-10-12,New York,Tablet,Retail,Debit,0,0,7,4774.87,13035.06,0
3954,TXNBE59D11374,USR220887,"€6,030.88",Debit,20:05:47,2023-02-09,Beijing,Tablet,Utility,Debit,0,0,7,9897.46,3866.58,0
3955,TXNDFD347131C,USR526375,€436.40,Debit,03:03:26,2023-09-01,New York,Mobile,Travel,Debit,0,0,11,207.39,-229.01,1
3956,TXNBB72CD0004,USR620881,"€4,113.02",Debit,20:59:37,2024-01-01,Beijing,Unknown,Utility,Credit,1,0,2,848.92,-3264.1,1
3957,TXN3E24F94E40,USR715295,"€2,229.84",Credit,02:20:34,2023-09-01,Dubai,Tablet,Food,Debit,0,0,9,7348.28,9578.12,0
3958,TXN9BCF7DD0F5,USR274486,"₹8,675.53",Debit,16:36:23,2024-03-09,Delhi,Desktop,Luxury,Credit,0,0,3,9100.49,424.959999999999,0
3959,TXNE7C5EBA56D,USR271931,"€1,717.88",Debit,04:39:39,2025-06-12,Dubai,Unknown,Food,Credit,1,0,3,5883.97,4166.09,1
3960,TXN31AB23AAB1,USR381248,₹635.58,Credit,04:52:22,2025-03-07,Dubai,Mobile,Luxury,Credit,0,0,12,884.02,1519.6,1
3961,TXND3396BDBC9,USR876241,"€1,918.79",Credit,12:30:49,2024-01-04,New York,Unknown,Luxury,Credit,1,0,8,8393.24,10312.03,1
3962,TXN2A48878D5D,USR989214,"$6,306.01",Debit,15:21:03,2024-04-08,London,Mobile,Travel,Credit,0,0,3,1330.24,-4975.77,0
3963,TXN3FA7E5A907,USR623256,"$6,122.03",Credit,12:31:56,2023-01-18,Tokyo,Tablet,Retail,Prepaid,1,0,7,6046.52,12168.55,1
3964,TXN930A5389F2,USR138395,"€4,705.48",Credit,13:19:56,2025-01-31,Delhi,Desktop,Travel,Prepaid,0,0,12,1031.91,5737.39,1
3965,TXN8CB6E2E787,USR538038,"$8,619.55",Debit,02:22:57,2025-06-24,Lagos,Tablet,Luxury,Debit,0,0,7,7880.39,-739.159999999999,0
3966,TXNBD2D89A8FC,USR657346,"€7,969.95",Debit,23:08:15,2024-07-24,New York,Desktop,Utility,Credit,0,0,5,281.26,-7688.69,0
3967,TXN83FBA96BE9,USR965021,"€8,356.44",Credit,13:42:06,2024-01-15,Beijing,Mobile,Food,Prepaid,0,0,7,6016.09,14372.53,0
3968,TXN4864B570B1,USR359207,₹381.09,Debit,17:23:17,2023-06-28,Lagos,Mobile,Travel,Debit,0,0,7,7987.82,7606.73,0
3969,TXN791B93F0AE,USR939126,"₹6,508.76",Debit,17:53:31,2024-07-27,Tokyo,Tablet,Travel,Debit,0,0,5,6213.03,-295.730000000001,0
3970,TXN5B713AAF6B,USR438640,"$9,681.62",Debit,17:13:00,2025-01-27,London,Mobile,Luxury,Debit,0,0,9,3810.93,-5870.69,0
3971,TXN15BC0B3DAF,USR475697,"₹4,965.54",Debit,01:40:52,2024-06-24,London,Mobile,Retail,Credit,0,0,7,1589.87,-3375.67,0
3972,TXN6475B63F88,USR552993,"₹8,436.35",Credit,18:07:44,2024-09-17,Lagos,Tablet,Food,Credit,1,0,13,979.16,9415.51,1
3973,TXN0FDDD73576,USR901383,"$4,223.93",Credit,19:00:17,2023-10-25,Lagos,Desktop,Luxury,Prepaid,0,0,6,5361.49,9585.42,0
3974,TXND5E333C459,USR247377,"$8,394.22",Credit,22:41:39,2024-06-28,New York,Tablet,Food,Prepaid,0,0,11,6412.64,14806.86,1
3975,TXN2161726BF6,USR715137,"€3,50,381.09",Credit,11:24:57,2023-03-17,Tokyo,Desktop,Utility,Prepaid,0,0,6,7319.35,357700.44,1
3976,TXN23B4E01405,USR234897,"₹1,97,654.86",Debit,19:35:08,2024-02-04,Lagos,Desktop,Travel,Debit,0,0,8,871.43,-196783.43,1
3977,TXN87C8FB85EF,USR546934,"₹2,910.56",Debit,02:33:39,2023-10-24,London,Desktop,Retail,Prepaid,0,0,11,6391.95,3481.39,1
3978,TXN7BD2F9E496,USR588501,"₹2,065.04",Credit,18:56:23,2024-03-25,Dubai,Mobile,Travel,Debit,0,0,6,6468.12,8533.16,0
3979,TXNE87270441F,USR322015,"$2,90,060.56",Debit,17:37:16,2024-04-12,Tokyo,Unknown,Luxury,Debit,0,1,8,3530.82,-286529.74,1
3980,TXNFC68A58E91,USR213619,"₹4,705.76",Credit,13:17:01,2023-03-04,Beijing,Mobile,Travel,Prepaid,0,0,15,5289.79,9995.55,1
3981,TXN5D03FDFC7A,USR184787,"€3,701.43",Credit,03:42:19,2024-04-28,Tokyo,Tablet,Travel,Prepaid,0,0,10,4192.01,7893.44,0
3982,TXNED0CE88AA7,USR202296,"€1,95,046.61",Credit,19:49:12,2024-01-10,Beijing,Mobile,Utility,Credit,0,0,11,5054.28,200100.89,1
3983,TXNC29C8E4A4F,USR415439,"₹3,14,685.27",Debit,18:22:02,2023-01-25,New York,Desktop,Utility,Credit,1,1,7,9141.1,-305544.17,1
3984,TXNEB88CFEA15,USR707903,"€4,068.47",Debit,15:43:48,2024-09-29,New York,Unknown,Utility,Prepaid,0,0,7,4618.05,549.58,1
3985,TXNB085B0DE8E,USR356573,"$9,220.87",Debit,01:23:06,2023-05-24,Dubai,Unknown,Utility,Debit,1,0,9,5489.93,-3730.94,1
3986,TXN0EE1C155C4,USR680890,"$2,42,615.43",Debit,19:10:07,2023-02-20,London,Desktop,Food,Credit,0,0,8,613.75,-242001.68,1
3987,TXN6779DBEC03,USR151815,"₹9,577.70",Debit,14:56:00,2024-05-26,Beijing,Desktop,Travel,Prepaid,0,0,6,1288.13,-8289.57,0
3988,TXN6B001DEAB9,USR206403,"€9,477.91",Credit,07:13:24,2024-04-05,Delhi,Mobile,Travel,Prepaid,0,0,7,956.28,10434.19,0
3989,TXNB8050CE4B9,USR437722,"$4,681.29",Credit,04:18:47,2023-04-06,Beijing,Mobile,Utility,Prepaid,0,1,5,176.53,4857.82,1
3990,TXN41E1F81C87,USR737126,"$5,812.42",Debit,04:45:36,2023-05-21,New York,Mobile,Luxury,Credit,0,0,5,3052.13,-2760.29,0
3991,TXNDE430989FD,USR818163,"$8,467.30",Debit,09:32:28,2023-07-17,New York,Tablet,Retail,Prepaid,0,0,4,4014.86,-4452.44,0
3992,TXNBAC4098973,USR287311,"$9,924.75",Credit,16:37:39,2023-10-11,Dubai,Mobile,Utility,Debit,0,0,10,6661.33,16586.08,0
3993,TXNFDF238CE9F,USR712957,"$2,84,264.42",Debit,23:47:59,2024-10-16,Beijing,Unknown,Travel,Prepaid,0,0,9,5905.84,-278358.58,1
3994,TXN66D03ED954,USR985207,€122.89,Credit,10:56:10,2025-04-17,Tokyo,Unknown,Luxury,Credit,0,0,7,3933.5,4056.39,1
3995,TXN0A76AE769F,USR779054,"₹8,390.35",Debit,09:23:40,2025-06-14,New York,Mobile,Travel,Credit,0,1,4,7753.99,-636.360000000001,1
3996,TXNE2F3BFA0B6,USR738921,"$1,27,206.18",Debit,10:43:58,2023-09-28,Dubai,Mobile,Utility,Credit,0,0,6,7277.94,-119928.24,1
3997,TXND6535879CB,USR915879,"$4,911.58",Debit,18:33:59,2025-03-12,New York,Tablet,Travel,Prepaid,0,0,7,3071.46,-1840.12,0
3998,TXN3953E056FE,USR300641,"€2,438.69",Debit,20:06:58,2024-03-26,Lagos,Tablet,Retail,Credit,0,0,5,4241.87,1803.18,0
3999,TXNB7B08CFD23,USR580656,"€2,995.98",Credit,08:09:06,2023-03-04,Beijing,Unknown,Luxury,Credit,0,0,5,8758.41,11754.39,1
4000,TXN51036FA8F5,USR706773,"₹8,223.87",Credit,18:26:19,2025-02-16,Dubai,Mobile,Retail,Prepaid,0,0,7,9968.39,18192.26,0
4001,TXNCB656A7997,USR480530,"₹6,536.59",Credit,09:57:12,2024-10-26,Tokyo,Unknown,Travel,Credit,1,0,5,4083.9,10620.49,1
4002,TXNF86CA73879,USR509010,"€3,509.21",Credit,06:19:34,2023-08-21,Tokyo,Unknown,Luxury,Debit,0,0,4,6222.68,9731.89,1
4003,TXN1C214BA5AC,USR317104,"€3,635.36",Debit,08:59:48,2024-03-31,London,Unknown,Utility,Debit,0,0,6,1892.13,-1743.23,1
4004,TXNDB9E2B411D,USR478424,"$2,38,160.15",Credit,11:40:06,2025-04-21,Tokyo,Unknown,Retail,Prepaid,1,0,7,1705.91,239866.06,1
4005,TXN79C858D6FE,USR584533,"$1,588.99",Credit,19:19:40,2023-10-31,Beijing,Desktop,Utility,Prepaid,0,0,8,5282.03,6871.02,0
4006,TXN2A5FAF571E,USR114066,"₹8,648.77",Debit,10:13:37,2023-06-20,London,Unknown,Food,Prepaid,0,0,7,2835.38,-5813.39,1
4007,TXN3CF328EFC7,USR870740,"€1,906.95",Debit,08:57:24,2025-04-04,Beijing,Mobile,Travel,Credit,0,0,10,7812.27,5905.32,0
4008,TXNF08B09440E,USR343606,"€6,490.06",Debit,15:52:54,2023-01-12,New York,Tablet,Utility,Credit,1,0,11,6864.48,374.41999999999905,1
4009,TXN01CF020422,USR313055,"€7,604.18",Credit,03:14:56,2023-11-18,New York,Unknown,Utility,Prepaid,0,0,12,1580.67,9184.85,1
4010,TXN48F53D92F8,USR666873,"€3,585.40",Debit,07:22:13,2023-04-16,Dubai,Desktop,Luxury,Credit,0,0,4,2689.6,-895.8,0
4011,TXNC88B7CC65B,USR765924,"€5,103.02",Debit,21:24:03,2023-01-07,Lagos,Tablet,Retail,Prepaid,0,0,2,5280.42,177.4,0
4012,TXNB9A5F07DA2,USR503314,"$5,839.38",Credit,19:45:28,2023-06-17,Tokyo,Tablet,Food,Debit,0,1,6,4503.97,10343.35,1
4013,TXNC6B1CEDC8C,USR925809,"$6,912.90",Credit,22:31:12,2024-09-30,New York,Mobile,Travel,Prepaid,1,0,10,6082.73,12995.63,1
4014,TXN09BA89459D,USR837152,"₹2,70,432.34",Debit,02:29:37,2023-10-18,Beijing,Desktop,Retail,Prepaid,0,0,6,4809.43,-265622.91,1
4015,TXNAB507F76A6,USR917880,"€5,709.17",Credit,13:03:34,2023-04-05,London,Mobile,Luxury,Credit,0,0,11,2792.72,8501.89,1
4016,TXNAEC5366C65,USR435287,"$1,09,578.84",Debit,16:02:16,2024-01-25,Tokyo,Desktop,Food,Debit,0,0,9,1936.03,-107642.81,1
4017,TXN0333E124CB,USR953158,"₹7,349.13",Credit,00:24:09,2023-06-28,Dubai,Desktop,Utility,Credit,0,0,9,4991.59,12340.72,0
4018,TXN8AC60C8656,USR822272,"₹7,245.20",Debit,20:12:06,2024-01-29,Lagos,Desktop,Luxury,Credit,0,0,11,7885.67,640.47,1
4019,TXN1455471CA2,USR794737,"₹8,612.15",Credit,04:21:14,2025-08-02,New York,Mobile,Utility,Prepaid,0,0,6,4822.78,13434.93,0
4020,TXN6D1F6A2D32,USR619822,₹413.37,Debit,04:31:05,2023-08-19,Tokyo,Tablet,Utility,Credit,0,0,6,1694.87,1281.5,0
4021,TXNBCEF6A4A3A,USR624196,"$4,939.73",Credit,09:41:38,2024-03-28,Tokyo,Mobile,Utility,Debit,1,1,6,1892.15,6831.88,1
4022,TXN5F580810F2,USR368506,"$4,168.92",Debit,11:28:12,2024-02-09,Dubai,Mobile,Food,Prepaid,0,0,8,6158.69,1989.77,0
4023,TXNECCC0E241A,USR742774,"₹9,297.91",Debit,01:59:57,2023-02-26,Beijing,Desktop,Food,Debit,0,0,7,9431.63,133.719999999999,0
4024,TXN9511D3FE37,USR791438,"€4,454.17",Debit,19:45:31,2024-04-10,Dubai,Desktop,Retail,Credit,0,0,5,4302.56,-151.61,0
4025,TXNAE72840AD9,USR881282,"€8,324.84",Debit,09:03:11,2024-06-14,Delhi,Desktop,Utility,Prepaid,0,0,8,7537.93,-786.91,0
4026,TXNDE6A24B2E9,USR617782,₹371.11,Credit,05:57:01,2023-11-16,London,Unknown,Travel,Credit,0,0,8,699.92,1071.03,1
4027,TXND9D8C28452,USR342552,"$3,814.90",Debit,22:38:26,2024-08-24,New York,Tablet,Luxury,Debit,0,0,3,3954.84,139.94,0
4028,TXN58C36B3F3F,USR732995,₹827.55,Debit,06:56:46,2024-07-12,Tokyo,Unknown,Utility,Credit,0,0,11,1507.9,680.35,1
4029,TXNBA12639610,USR890640,"€6,922.47",Debit,16:03:02,2025-01-08,Delhi,Mobile,Retail,Debit,0,0,6,7132.82,210.349999999999,0
4030,TXN86128EA476,USR264691,"€4,699.99",Debit,20:26:09,2023-05-06,Beijing,Unknown,Luxury,Prepaid,0,0,11,9489.56,4789.57,1
4031,TXN763563E490,USR233766,"$2,722.32",Debit,00:07:40,2023-06-30,London,Unknown,Food,Debit,0,0,3,4176.29,1453.97,1
4032,TXN896686C6C0,USR409445,"₹1,552.28",Debit,16:39:20,2024-03-18,New York,Unknown,Food,Prepaid,0,0,7,1949.37,397.09,1
4033,TXN9B2CAD009E,USR822244,"$3,294.36",Debit,19:20:24,2023-11-02,Dubai,Tablet,Utility,Credit,0,0,5,4577.3,1282.94,0
4034,TXN647CF26449,USR757005,"$7,313.34",Debit,10:20:30,2023-12-06,Beijing,Mobile,Retail,Debit,1,1,10,6207.44,-1105.9,1
4035,TXNBF51EF6DB1,USR120112,"₹6,727.76",Debit,17:02:55,2025-04-05,London,Unknown,Retail,Prepaid,0,0,8,8082.84,1355.08,1
4036,TXN9526108027,USR554070,"€5,836.87",Debit,08:44:48,2023-01-13,Tokyo,Mobile,Retail,Credit,0,0,7,6376.27,539.400000000001,0
4037,TXNB8E9A7908A,USR354292,"$1,05,206.02",Credit,17:52:04,2023-01-23,Dubai,Mobile,Food,Debit,1,0,11,4376.24,109582.26,1
4038,TXN6D6C565490,USR774267,"₹8,745.40",Credit,23:22:41,2024-12-30,London,Desktop,Food,Debit,0,0,9,194.36,8939.76,0
4039,TXNE06C3F555A,USR717600,"$9,884.32",Credit,09:53:07,2025-01-18,Tokyo,Tablet,Retail,Prepaid,0,0,10,4060.52,13944.84,0
4040,TXNC8B17F2DA2,USR981243,"€4,886.64",Credit,06:25:00,2023-08-01,New York,Mobile,Retail,Credit,1,0,4,6227.18,11113.82,1
4041,TXN181887D612,USR880115,"$5,793.28",Debit,15:21:03,2024-11-11,London,Tablet,Luxury,Debit,1,1,8,1815.99,-3977.29,1
4042,TXN53253E99A3,USR678380,"$4,092.54",Credit,13:42:43,2023-02-17,Delhi,Unknown,Luxury,Credit,0,1,5,923.08,5015.62,1
4043,TXNB3E92E1E6E,USR116346,"€5,446.36",Credit,00:43:21,2023-06-04,New York,Desktop,Food,Prepaid,1,0,8,7883.95,13330.31,1
4044,TXN43C175B249,USR389618,"$4,474.81",Debit,12:06:19,2023-12-01,Lagos,Mobile,Travel,Credit,1,0,10,4372.13,-102.68,1
4045,TXN96F5858B1C,USR234830,$39.86,Credit,07:34:12,2023-10-22,Dubai,Mobile,Utility,Credit,0,0,11,3992.52,4032.38,1
4046,TXN9E38E5B1F0,USR378561,"€3,88,379.37",Debit,12:18:44,2024-10-02,Lagos,Desktop,Food,Credit,0,0,11,8100.8,-380278.57,1
4047,TXN4817377329,USR283827,"₹9,601.18",Credit,21:14:05,2023-01-27,Beijing,Unknown,Utility,Credit,0,0,6,984.0,10585.18,1
4048,TXNE74BA2054F,USR795656,"₹4,77,438.91",Credit,13:49:55,2023-05-04,London,Unknown,Retail,Credit,0,0,7,7427.18,484866.09,1
4049,TXNC38AA4E273,USR560578,"€2,497.32",Debit,11:01:55,2025-05-08,Delhi,Unknown,Food,Credit,0,0,10,1269.39,-1227.93,1
4050,TXNCEFD9E6B6D,USR388372,"$7,212.92",Debit,12:34:01,2024-04-16,New York,Desktop,Food,Prepaid,0,0,7,9416.42,2203.5,0
4051,TXNFE3DBB51AB,USR812041,"₹9,050.86",Credit,18:23:14,2025-01-29,Tokyo,Desktop,Food,Prepaid,0,0,4,4062.15,13113.01,0
4052,TXND7E5BA15A8,USR201623,$424.45,Debit,04:51:19,2024-03-17,Lagos,Mobile,Utility,Debit,1,0,6,9212.87,8788.42,1
4053,TXN7B59AF2E74,USR236002,"€1,762.80",Credit,20:15:41,2025-02-16,New York,Mobile,Utility,Prepaid,1,0,5,1647.49,3410.29,1
4054,TXNF848A6D156,USR486085,"€5,980.62",Debit,10:12:45,2023-01-05,London,Desktop,Utility,Credit,0,0,5,6857.76,877.14,0
4055,TXN8A31E568FB,USR643884,"€2,558.17",Debit,14:43:59,2024-01-11,Tokyo,Desktop,Retail,Debit,0,0,6,7784.05,5225.88,0
4056,TXNBC240FAEBD,USR617810,"€8,700.91",Debit,06:54:58,2023-07-23,Delhi,Mobile,Luxury,Prepaid,0,0,7,2550.19,-6150.72,0
4057,TXN6EEC2246F0,USR683934,"$3,35,709.62",Debit,15:35:09,2024-03-16,Delhi,Unknown,Luxury,Prepaid,0,0,9,571.69,-335137.93,1
4058,TXNF0D8B0767A,USR520234,"₹5,895.82",Debit,09:47:10,2024-12-26,Lagos,Tablet,Retail,Credit,0,0,7,5822.39,-73.4299999999994,0
4059,TXN656AB72B17,USR852174,"$9,266.63",Credit,00:43:03,2024-08-06,Delhi,Desktop,Retail,Credit,0,0,11,8500.85,17767.48,1
4060,TXNAB90CE2CCC,USR498041,€791.69,Debit,05:49:41,2023-05-17,Lagos,Desktop,Travel,Prepaid,0,0,8,7828.32,7036.63,0
4061,TXNB9A81401DB,USR711970,"$4,70,221.56",Debit,22:54:53,2023-12-22,Delhi,Unknown,Utility,Debit,0,0,5,266.61,-469954.95,1
4062,TXN5F47EDD4D4,USR254213,"€5,900.76",Debit,18:33:40,2024-06-24,Beijing,Desktop,Travel,Prepaid,0,0,7,2522.27,-3378.49,0
4063,TXN25DD89DA0C,USR836754,"₹9,859.18",Debit,08:12:13,2023-08-28,Lagos,Unknown,Utility,Debit,0,0,6,9501.05,-358.130000000001,1
4064,TXNCED185BD4D,USR797777,"₹6,595.61",Debit,23:37:16,2025-02-06,Dubai,Desktop,Food,Credit,0,0,10,4772.68,-1822.93,0
4065,TXN0AB3880868,USR310596,"$3,132.81",Debit,07:19:44,2024-02-26,Lagos,Unknown,Travel,Debit,1,0,9,4946.39,1813.58,1
4066,TXND67A833352,USR115809,"₹5,558.21",Credit,05:29:43,2023-05-24,Lagos,Tablet,Travel,Credit,0,0,9,9346.05,14904.26,0
4067,TXNDC02C18911,USR428874,"₹3,618.19",Credit,21:37:09,2025-01-19,Dubai,Desktop,Food,Debit,0,0,8,1047.59,4665.78,0
4068,TXNE196F81DEF,USR252756,"$5,985.85",Debit,04:52:06,2025-02-17,Tokyo,Unknown,Retail,Credit,0,0,4,2401.55,-3584.3,1
4069,TXN235064AFB0,USR654789,"$3,007.93",Credit,07:57:29,2024-09-10,Dubai,Tablet,Food,Prepaid,0,0,4,1838.97,4846.9,0
4070,TXN24A112C96A,USR889833,"€3,60,581.46",Debit,09:05:49,2024-12-24,London,Desktop,Retail,Prepaid,0,0,7,8592.68,-351988.78,1
4071,TXN91B235F99A,USR497049,"₹5,511.04",Debit,14:55:40,2024-04-09,New York,Mobile,Retail,Debit,0,0,6,1269.47,-4241.57,0
4072,TXN76B5059B33,USR122618,"₹4,826.60",Credit,09:15:02,2023-11-26,Lagos,Mobile,Food,Debit,0,0,5,3015.47,7842.07,0
4073,TXN42A3787CA7,USR628031,"₹5,170.65",Debit,19:58:09,2024-07-02,Delhi,Unknown,Utility,Debit,0,0,6,6912.51,1741.86,1
4074,TXNEF9076C04C,USR572136,"₹4,41,861.00",Credit,00:22:37,2025-06-25,Beijing,Mobile,Luxury,Prepaid,0,0,7,6155.2,448016.2,1
4075,TXN9C45C76FCD,USR451429,₹583.04,Debit,07:16:18,2024-12-06,Lagos,Mobile,Travel,Prepaid,0,1,5,8824.28,8241.24,1
4076,TXN30E890F469,USR879811,"€9,959.58",Debit,12:11:59,2023-04-07,Dubai,Unknown,Luxury,Debit,0,0,6,6994.97,-2964.61,1
4077,TXN8418D70742,USR137895,"$9,844.37",Debit,05:23:29,2023-02-09,Lagos,Unknown,Food,Debit,0,0,15,1700.46,-8143.91,1
4078,TXNBE9A2557DD,USR470365,"€7,206.27",Credit,11:22:20,2024-07-09,Tokyo,Desktop,Travel,Debit,0,1,11,6667.1,13873.37,1
4079,TXN2FD22E294D,USR429010,"€4,736.60",Credit,06:36:14,2024-07-24,Tokyo,Mobile,Travel,Prepaid,0,0,5,5645.56,10382.16,0
4080,TXNC97F8E9235,USR116709,"$1,808.02",Credit,02:30:45,2024-12-18,Delhi,Unknown,Retail,Debit,0,0,4,4595.21,6403.23,1
4081,TXN0453157EB1,USR108514,"₹8,311.74",Debit,22:26:09,2024-03-11,Delhi,Mobile,Luxury,Credit,0,0,13,1903.34,-6408.4,1
4082,TXNA26537F6ED,USR998072,$131.32,Debit,15:49:57,2023-12-12,Delhi,Desktop,Travel,Debit,0,0,8,3401.88,3270.56,0
4083,TXN43CAFDC8EE,USR963276,"$7,544.71",Debit,17:10:09,2025-01-26,London,Tablet,Utility,Credit,0,0,6,780.84,-6763.87,0
4084,TXNFB7E19B841,USR787948,"$3,473.10",Debit,09:10:09,2024-08-06,Tokyo,Tablet,Food,Debit,0,0,4,4242.42,769.32,0
4085,TXNB52D5EB8A0,USR316602,"₹9,674.43",Debit,00:26:43,2024-10-05,Lagos,Unknown,Food,Debit,0,0,6,9556.42,-118.01,1
4086,TXND0332BC074,USR299637,"₹2,081.08",Credit,17:18:03,2025-01-20,Beijing,Tablet,Travel,Debit,0,0,5,2747.06,4828.14,0
4087,TXN1C8660239B,USR622260,"₹1,360.51",Credit,00:44:24,2023-05-22,Tokyo,Tablet,Travel,Credit,0,0,10,8582.64,9943.15,0
4088,TXN44C5DF3BE5,USR323672,"₹1,680.33",Credit,23:31:24,2023-05-06,Delhi,Tablet,Food,Debit,0,0,14,3399.36,5079.69,1
4089,TXN299BF4780B,USR573241,€657.13,Debit,02:33:13,2025-06-25,Dubai,Unknown,Utility,Debit,0,0,7,2502.55,1845.42,1
4090,TXNA37AD7BC1C,USR663029,"₹6,215.72",Debit,04:17:09,2023-07-25,Tokyo,Desktop,Retail,Prepaid,1,0,4,7269.97,1054.25,1
4091,TXN8C17C821AC,USR942669,€480.94,Debit,10:49:50,2024-01-15,London,Tablet,Retail,Prepaid,0,0,8,1189.5,708.56,0
4092,TXNBCC904E6CE,USR950972,"₹7,536.53",Credit,11:12:05,2023-04-22,Lagos,Desktop,Retail,Debit,1,0,11,5351.4,12887.93,1
4093,TXNC76D1665FF,USR357931,"₹7,607.61",Debit,02:06:32,2025-05-01,London,Desktop,Luxury,Prepaid,0,0,3,6055.28,-1552.33,0
4094,TXN1DE1C13EBE,USR557817,"₹3,07,249.17",Credit,04:22:29,2024-01-03,New York,Desktop,Utility,Debit,0,0,4,1101.48,308350.65,1
4095,TXN09A60509D4,USR196892,"₹5,451.82",Debit,03:17:06,2023-09-26,London,Unknown,Retail,Credit,0,0,3,5728.6,276.780000000001,1
4096,TXNAFB29F539B,USR569468,"$5,440.04",Debit,11:18:21,2023-02-10,Dubai,Mobile,Utility,Prepaid,0,0,7,2175.57,-3264.47,0
4097,TXN5FFFA33903,USR279266,$263.21,Debit,23:12:18,2024-06-03,Beijing,Desktop,Food,Credit,0,0,8,9550.55,9287.34,0
4098,TXN008E0B5E0F,USR371923,"€4,691.74",Credit,15:54:55,2023-03-05,Lagos,Mobile,Utility,Credit,0,0,14,5332.83,10024.57,1
4099,TXN191497E23D,USR596124,"$1,174.78",Credit,07:27:01,2023-03-28,London,Desktop,Retail,Credit,0,1,7,2657.54,3832.32,1
4100,TXN4C5825612E,USR641413,"€7,080.48",Debit,12:15:36,2023-11-09,London,Unknown,Retail,Credit,0,0,5,5639.08,-1441.4,1
